,lon,lat,label
0,-43.994236102022384,29.257064281620792,1
1,-46.778371746350345,27.145810672081332,1
2,-46.36733986325394,26.6227086752326,1
3,-46.198977944510986,27.668757639098466,1
4,-44.95274260818632,28.80016297414172,1
5,-45.97100616635382,27.169496014217206,1
6,-45.013214517102824,30.53432078195584,1
7,-45.81040054951059,28.06785085941267,0
8,-44.782155265442285,25.916834096085125,0
9,-46.93851033874384,25.61516315537063,1
10,-44.95933330238601,29.27435656182543,1
11,-44.46331365359771,30.130621962661717,0
12,-45.47804200452278,25.050260850600644,1
13,-45.121394291881984,27.82420556821971,1
14,-44.772972985598436,25.806908611135462,1
15,-44.15316079257921,28.709547198939063,1
16,-44.913472593279465,28.61307672252598,0
17,-47.425192707023086,27.001201449275396,1
18,-47.40278281972009,28.487428202992724,0
19,-44.93259423433498,27.062796537050595,0
20,-46.04905488237564,29.96237390510124,1
21,-44.36686056707534,25.48733746899659,1
22,-47.613198026463344,29.014420590073172,1
23,-47.01831695171584,29.195075516124042,1
24,-47.23772947393253,25.29400438367683,1
25,-44.90786871628768,29.50316215927829,0
26,-44.70661819192288,30.18941761260197,1
27,-45.709424616865405,26.11407915428347,0
28,-47.59533894444771,24.69192602597263,0
29,-44.45062682188604,26.082248010147268,1
30,-45.92654127261675,28.047115223855318,1
31,-44.69564152807913,27.698638892148313,1
32,-43.87976289503088,29.263323082494136,1
33,-47.51725314964318,25.25556988009548,1
34,-43.91632361078167,29.695631683751213,1
35,-45.98044042712307,27.527475343939212,1
36,-46.74582256200109,28.178075440635883,0
37,-45.20505182841175,29.80886378417441,1
38,-45.480839468532054,27.54937028454334,1
39,-47.065153606644856,28.35877474268023,1
40,-46.580248600303165,29.88347505177715,1
41,-44.08707717259588,29.128725029759096,0
42,-43.959301535905304,30.39456678659818,1
43,-43.9436808169765,27.61474123567641,1
44,-47.61037624677688,27.371918533249612,1
45,-47.57689803548269,30.496103557581783,1
46,-46.3711934419414,27.33775281268931,1
47,-44.337524990953305,28.385740535265228,0
48,-44.50102122296931,24.698164141596443,1
49,-44.98387636693107,28.685279210676043,1
50,-44.502627597938094,25.301518232641893,1
51,-46.1211036602708,25.22286233643893,1
52,-45.513520951360746,25.56457107462404,1
53,-45.06003613664405,27.817306882148884,1
54,-45.43289548077528,24.713297001809305,1
55,-46.46484642121729,29.90545612935844,0
56,-46.34277672787234,26.862720691177906,0
57,-44.861601077677165,26.88767303736557,0
58,-45.1567395692032,25.282543065005346,1
59,-44.560564362418184,28.653548049439294,1
60,-45.72741971827965,26.551260579427513,1
61,-46.612683317857865,30.619809916356942,1
62,-46.81529892200929,30.394339268564586,1
63,-46.581624760354856,28.290531079711847,0
64,-44.610695896604305,25.910929099116856,1
65,-45.10511757396944,29.270971879012706,0
66,-46.38715743256098,27.6047274882495,0
67,-44.317381263370926,26.98848018353192,1
68,-44.7900508512409,27.968199346405676,0
69,-43.8485225702815,29.436479483939266,1
70,-46.10500929209318,29.217102649820387,1
71,-47.5958506429821,26.89223659706491,0
72,-45.250617532431164,24.665875598712024,1
73,-46.17211707692909,25.593232180503087,1
74,-46.149622084965834,30.09171541499241,1
75,-46.978444846838656,26.526144814308573,1
76,-46.37612381396969,25.677628488490956,1
77,-45.72706158605125,24.536301926599467,1
78,-47.07022252896331,28.211460538158935,1
79,-44.974673058159155,30.00406337595472,0
80,-47.497300558520664,24.539819735511745,0
81,-44.51582177027554,26.164612978948966,1
82,-44.329330073924694,28.608527207677742,0
83,-46.38083402818837,29.50198796545406,1
84,-47.41718195199783,25.761412639047958,0
85,-46.81622934858998,25.75309154157491,0
86,-44.945976563052604,29.378808952450356,0
87,-47.3316281382784,26.64706462195176,1
88,-45.94177435779247,29.845071967611048,1
89,-44.400939675239705,29.166602947452603,1
90,-45.385366165612254,29.180456293918134,1
91,-46.256843560921325,29.251665345203985,1
92,-44.14982042193033,29.541606591404772,1
93,-44.04617094169811,28.20573553967917,0
94,-44.53049093547816,30.783692170645693,1
95,-45.15326567284604,25.113849715282168,1
96,-45.39097070915506,24.6245666081334,1
97,-44.03034797176729,28.73072287866137,1
98,-45.869016634085,30.960509472684066,1
99,-47.47000250261959,28.096109533391036,1
